 E (mV), i (mA), E (mV)-20, i (mA)-20, E (mV)-40, i (mA)-40, E (mV)-60, i (mA)-60, E (mV)-80, i (mA)-80, E (mV)-100, i (mA)-100, E (mV)-150, i (mA)-150, E (mV)-200, i (mA)-200, E (mV)-250, i (mA)-250, E (mV)-300, i (mA)-300, E (mV)-350, i (mA)-350, E (mV)-400, i (mA)-400, E (mV)-450, i (mA)-450, E (mV)-500, i (mA)-500, E (mV)-600, i (mA)-600, E (mV)-700, i (mA)-700, E (mV)-800, i (mA)-800, E (mV)-900, i (mA)-900, E (mV)-1000, i (mA)-1000
-13.55,-8.87E-02,-13550,-8.87E+04,-13550000,-8.87E+10,-13550000000,-8.87E+16,-1.355E+13,-8.87E+22,-1.355E+16,-8.87E+28,-1.355E+19,-8.87E+34,-1.355E+22,-8.87E+40,-1.355E+25,-8.87E+46,-1.355E+28,-8.87E+52,-1.355E+31,-8.87E+58,-1.355E+34,-8.87E+64,-1.355E+37,-8.87E+70,-1.355E+40,-8.87E+76,-1.355E+43,-8.87E+82,-1.355E+46,-8.87E+88,-1.355E+49,-8.87E+94,-1.355E+52,-8.87E+100,-1.355E+55,-8.87E+106
-23.47,-8.91E-02,-23470,-8.91E+04,-23470000,-8.91E+10,-23470000000,-8.91E+16,-2.347E+13,-8.91E+22,-2.347E+16,-8.91E+28,-2.347E+19,-8.91E+34,-2.347E+22,-8.91E+40,-2.347E+25,-8.91E+46,-2.347E+28,-8.91E+52,-2.347E+31,-8.91E+58,-2.347E+34,-8.91E+64,-2.347E+37,-8.91E+70,-2.347E+40,-8.91E+76,-2.347E+43,-8.91E+82,-2.347E+46,-8.91E+88,-2.347E+49,-8.91E+94,-2.347E+52,-8.91E+100,-2.347E+55,-8.91E+106
-33.42,-8.96E-02,-33420,-8.96E+04,-33420000,-8.96E+10,-33420000000,-8.96E+16,-3.342E+13,-8.96E+22,-3.342E+16,-8.96E+28,-3.342E+19,-8.96E+34,-3.342E+22,-8.96E+40,-3.342E+25,-8.96E+46,-3.342E+28,-8.96E+52,-3.342E+31,-8.96E+58,-3.342E+34,-8.96E+64,-3.342E+37,-8.96E+70,-3.342E+40,-8.96E+76,-3.342E+43,-8.96E+82,-3.342E+46,-8.96E+88,-3.342E+49,-8.96E+94,-3.342E+52,-8.96E+100,-3.342E+55,-8.96E+106
-43.33,-9.02E-02,-43330,-9.02E+04,-43330000,-9.02E+10,-43330000000,-9.02E+16,-4.333E+13,-9.02E+22,-4.333E+16,-9.02E+28,-4.333E+19,-9.02E+34,-4.333E+22,-9.02E+40,-4.333E+25,-9.02E+46,-4.333E+28,-9.02E+52,-4.333E+31,-9.02E+58,-4.333E+34,-9.02E+64,-4.333E+37,-9.02E+70,-4.333E+40,-9.02E+76,-4.333E+43,-9.02E+82,-4.333E+46,-9.02E+88,-4.333E+49,-9.02E+94,-4.333E+52,-9.02E+100,-4.333E+55,-9.02E+106
-53.28,-9.04E-02,-53280,-9.04E+04,-53280000,-9.04E+10,-53280000000,-9.04E+16,-5.328E+13,-9.04E+22,-5.328E+16,-9.04E+28,-5.328E+19,-9.04E+34,-5.328E+22,-9.04E+40,-5.328E+25,-9.04E+46,-5.328E+28,-9.04E+52,-5.328E+31,-9.04E+58,-5.328E+34,-9.04E+64,-5.328E+37,-9.04E+70,-5.328E+40,-9.04E+76,-5.328E+43,-9.04E+82,-5.328E+46,-9.04E+88,-5.328E+49,-9.04E+94,-5.328E+52,-9.04E+100,-5.328E+55,-9.04E+106
-63.2,-9.09E-02,-63200,-9.09E+04,-63200000,-9.09E+10,-63200000000,-9.09E+16,-6.32E+13,-9.09E+22,-6.32E+16,-9.09E+28,-6.32E+19,-9.09E+34,-6.32E+22,-9.09E+40,-6.32E+25,-9.09E+46,-6.32E+28,-9.09E+52,-6.32E+31,-9.09E+58,-6.32E+34,-9.09E+64,-6.32E+37,-9.09E+70,-6.32E+40,-9.09E+76,-6.32E+43,-9.09E+82,-6.32E+46,-9.09E+88,-6.32E+49,-9.09E+94,-6.32E+52,-9.09E+100,-6.32E+55,-9.09E+106
-73.12,-9.14E-02,-73120,-9.14E+04,-73120000,-9.14E+10,-73120000000,-9.14E+16,-7.312E+13,-9.14E+22,-7.312E+16,-9.14E+28,-7.312E+19,-9.14E+34,-7.312E+22,-9.14E+40,-7.312E+25,-9.14E+46,-7.312E+28,-9.14E+52,-7.312E+31,-9.14E+58,-7.312E+34,-9.14E+64,-7.312E+37,-9.14E+70,-7.312E+40,-9.14E+76,-7.312E+43,-9.14E+82,-7.312E+46,-9.14E+88,-7.312E+49,-9.14E+94,-7.312E+52,-9.14E+100,-7.312E+55,-9.14E+106
-83.07,-9.21E-02,-83070,-9.21E+04,-83070000,-9.21E+10,-83070000000,-9.21E+16,-8.307E+13,-9.21E+22,-8.307E+16,-9.21E+28,-8.307E+19,-9.21E+34,-8.307E+22,-9.21E+40,-8.307E+25,-9.21E+46,-8.307E+28,-9.21E+52,-8.307E+31,-9.21E+58,-8.307E+34,-9.21E+64,-8.307E+37,-9.21E+70,-8.307E+40,-9.21E+76,-8.307E+43,-9.21E+82,-8.307E+46,-9.21E+88,-8.307E+49,-9.21E+94,-8.307E+52,-9.21E+100,-8.307E+55,-9.21E+106
-92.99,-9.22E-02,-92990,-9.22E+04,-92990000,-9.22E+10,-92990000000,-9.22E+16,-9.299E+13,-9.22E+22,-9.299E+16,-9.22E+28,-9.299E+19,-9.22E+34,-9.299E+22,-9.22E+40,-9.299E+25,-9.22E+46,-9.299E+28,-9.22E+52,-9.299E+31,-9.22E+58,-9.299E+34,-9.22E+64,-9.299E+37,-9.22E+70,-9.299E+40,-9.22E+76,-9.299E+43,-9.22E+82,-9.299E+46,-9.22E+88,-9.299E+49,-9.22E+94,-9.299E+52,-9.22E+100,-9.299E+55,-9.22E+106
-102.94,-9.30E-02,-102940,-9.30E+04,-102940000,-9.30E+10,-1.0294E+11,-9.30E+16,-1.0294E+14,-9.30E+22,-1.0294E+17,-9.30E+28,-1.0294E+20,-9.30E+34,-1.0294E+23,-9.30E+40,-1.0294E+26,-9.30E+46,-1.0294E+29,-9.30E+52,-1.0294E+32,-9.30E+58,-1.0294E+35,-9.30E+64,-1.0294E+38,-9.30E+70,-1.0294E+41,-9.30E+76,-1.0294E+44,-9.30E+82,-1.0294E+47,-9.30E+88,-1.0294E+50,-9.30E+94,-1.0294E+53,-9.30E+100,-1.0294E+56,-9.30E+106
-112.85,-9.38E-02,-112850,-9.38E+04,-112850000,-9.38E+10,-1.1285E+11,-9.38E+16,-1.1285E+14,-9.38E+22,-1.1285E+17,-9.38E+28,-1.1285E+20,-9.38E+34,-1.1285E+23,-9.38E+40,-1.1285E+26,-9.38E+46,-1.1285E+29,-9.38E+52,-1.1285E+32,-9.38E+58,-1.1285E+35,-9.38E+64,-1.1285E+38,-9.38E+70,-1.1285E+41,-9.38E+76,-1.1285E+44,-9.38E+82,-1.1285E+47,-9.38E+88,-1.1285E+50,-9.38E+94,-1.1285E+53,-9.38E+100,-1.1285E+56,-9.38E+106
-122.77,-9.39E-02,-122770,-9.39E+04,-122770000,-9.39E+10,-1.2277E+11,-9.39E+16,-1.2277E+14,-9.39E+22,-1.2277E+17,-9.39E+28,-1.2277E+20,-9.39E+34,-1.2277E+23,-9.39E+40,-1.2277E+26,-9.39E+46,-1.2277E+29,-9.39E+52,-1.2277E+32,-9.39E+58,-1.2277E+35,-9.39E+64,-1.2277E+38,-9.39E+70,-1.2277E+41,-9.39E+76,-1.2277E+44,-9.39E+82,-1.2277E+47,-9.39E+88,-1.2277E+50,-9.39E+94,-1.2277E+53,-9.39E+100,-1.2277E+56,-9.39E+106
-132.72,-9.48E-02,-132720,-9.48E+04,-132720000,-9.48E+10,-1.3272E+11,-9.48E+16,-1.3272E+14,-9.48E+22,-1.3272E+17,-9.48E+28,-1.3272E+20,-9.48E+34,-1.3272E+23,-9.48E+40,-1.3272E+26,-9.48E+46,-1.3272E+29,-9.48E+52,-1.3272E+32,-9.48E+58,-1.3272E+35,-9.48E+64,-1.3272E+38,-9.48E+70,-1.3272E+41,-9.48E+76,-1.3272E+44,-9.48E+82,-1.3272E+47,-9.48E+88,-1.3272E+50,-9.48E+94,-1.3272E+53,-9.48E+100,-1.3272E+56,-9.48E+106
-142.64,-9.56E-02,-142640,-9.56E+04,-142640000,-9.56E+10,-1.4264E+11,-9.56E+16,-1.4264E+14,-9.56E+22,-1.4264E+17,-9.56E+28,-1.4264E+20,-9.56E+34,-1.4264E+23,-9.56E+40,-1.4264E+26,-9.56E+46,-1.4264E+29,-9.56E+52,-1.4264E+32,-9.56E+58,-1.4264E+35,-9.56E+64,-1.4264E+38,-9.56E+70,-1.4264E+41,-9.56E+76,-1.4264E+44,-9.56E+82,-1.4264E+47,-9.56E+88,-1.4264E+50,-9.56E+94,-1.4264E+53,-9.56E+100,-1.4264E+56,-9.56E+106
-152.59,-9.64E-02,-152590,-9.64E+04,-152590000,-9.64E+10,-1.5259E+11,-9.64E+16,-1.5259E+14,-9.64E+22,-1.5259E+17,-9.64E+28,-1.5259E+20,-9.64E+34,-1.5259E+23,-9.64E+40,-1.5259E+26,-9.64E+46,-1.5259E+29,-9.64E+52,-1.5259E+32,-9.64E+58,-1.5259E+35,-9.64E+64,-1.5259E+38,-9.64E+70,-1.5259E+41,-9.64E+76,-1.5259E+44,-9.64E+82,-1.5259E+47,-9.64E+88,-1.5259E+50,-9.64E+94,-1.5259E+53,-9.64E+100,-1.5259E+56,-9.64E+106
-162.51,-9.72E-02,-162510,-9.72E+04,-162510000,-9.72E+10,-1.6251E+11,-9.72E+16,-1.6251E+14,-9.72E+22,-1.6251E+17,-9.72E+28,-1.6251E+20,-9.72E+34,-1.6251E+23,-9.72E+40,-1.6251E+26,-9.72E+46,-1.6251E+29,-9.72E+52,-1.6251E+32,-9.72E+58,-1.6251E+35,-9.72E+64,-1.6251E+38,-9.72E+70,-1.6251E+41,-9.72E+76,-1.6251E+44,-9.72E+82,-1.6251E+47,-9.72E+88,-1.6251E+50,-9.72E+94,-1.6251E+53,-9.72E+100,-1.6251E+56,-9.72E+106
-172.42,-9.78E-02,-172420,-9.78E+04,-172420000,-9.78E+10,-1.7242E+11,-9.78E+16,-1.7242E+14,-9.78E+22,-1.7242E+17,-9.78E+28,-1.7242E+20,-9.78E+34,-1.7242E+23,-9.78E+40,-1.7242E+26,-9.78E+46,-1.7242E+29,-9.78E+52,-1.7242E+32,-9.78E+58,-1.7242E+35,-9.78E+64,-1.7242E+38,-9.78E+70,-1.7242E+41,-9.78E+76,-1.7242E+44,-9.78E+82,-1.7242E+47,-9.78E+88,-1.7242E+50,-9.78E+94,-1.7242E+53,-9.78E+100,-1.7242E+56,-9.78E+106
-182.37,-9.88E-02,-182370,-9.88E+04,-182370000,-9.88E+10,-1.8237E+11,-9.88E+16,-1.8237E+14,-9.88E+22,-1.8237E+17,-9.88E+28,-1.8237E+20,-9.88E+34,-1.8237E+23,-9.88E+40,-1.8237E+26,-9.88E+46,-1.8237E+29,-9.88E+52,-1.8237E+32,-9.88E+58,-1.8237E+35,-9.88E+64,-1.8237E+38,-9.88E+70,-1.8237E+41,-9.88E+76,-1.8237E+44,-9.88E+82,-1.8237E+47,-9.88E+88,-1.8237E+50,-9.88E+94,-1.8237E+53,-9.88E+100,-1.8237E+56,-9.88E+106
-192.29,-9.97E-02,-192290,-9.97E+04,-192290000,-9.97E+10,-1.9229E+11,-9.97E+16,-1.9229E+14,-9.97E+22,-1.9229E+17,-9.97E+28,-1.9229E+20,-9.97E+34,-1.9229E+23,-9.97E+40,-1.9229E+26,-9.97E+46,-1.9229E+29,-9.97E+52,-1.9229E+32,-9.97E+58,-1.9229E+35,-9.97E+64,-1.9229E+38,-9.97E+70,-1.9229E+41,-9.97E+76,-1.9229E+44,-9.97E+82,-1.9229E+47,-9.97E+88,-1.9229E+50,-9.97E+94,-1.9229E+53,-9.97E+100,-1.9229E+56,-9.97E+106
-202.24,-1.01E-01,-202240,-1.01E+05,-202240000,-1.01E+11,-2.0224E+11,-1.01E+17,-2.0224E+14,-1.01E+23,-2.0224E+17,-1.01E+29,-2.0224E+20,-1.01E+35,-2.0224E+23,-1.01E+41,-2.0224E+26,-1.01E+47,-2.0224E+29,-1.01E+53,-2.0224E+32,-1.01E+59,-2.0224E+35,-1.01E+65,-2.0224E+38,-1.01E+71,-2.0224E+41,-1.01E+77,-2.0224E+44,-1.01E+83,-2.0224E+47,-1.01E+89,-2.0224E+50,-1.01E+95,-2.0224E+53,-1.01E+101,-2.0224E+56,-1.01E+107
-212.16,-1.02E-01,-212160,-1.02E+05,-212160000,-1.02E+11,-2.1216E+11,-1.02E+17,-2.1216E+14,-1.02E+23,-2.1216E+17,-1.02E+29,-2.1216E+20,-1.02E+35,-2.1216E+23,-1.02E+41,-2.1216E+26,-1.02E+47,-2.1216E+29,-1.02E+53,-2.1216E+32,-1.02E+59,-2.1216E+35,-1.02E+65,-2.1216E+38,-1.02E+71,-2.1216E+41,-1.02E+77,-2.1216E+44,-1.02E+83,-2.1216E+47,-1.02E+89,-2.1216E+50,-1.02E+95,-2.1216E+53,-1.02E+101,-2.1216E+56,-1.02E+107
-222.11,-1.04E-01,-222110,-1.04E+05,-222110000,-1.04E+11,-2.2211E+11,-1.04E+17,-2.2211E+14,-1.04E+23,-2.2211E+17,-1.04E+29,-2.2211E+20,-1.04E+35,-2.2211E+23,-1.04E+41,-2.2211E+26,-1.04E+47,-2.2211E+29,-1.04E+53,-2.2211E+32,-1.04E+59,-2.2211E+35,-1.04E+65,-2.2211E+38,-1.04E+71,-2.2211E+41,-1.04E+77,-2.2211E+44,-1.04E+83,-2.2211E+47,-1.04E+89,-2.2211E+50,-1.04E+95,-2.2211E+53,-1.04E+101,-2.2211E+56,-1.04E+107
-232.03,-1.05E-01,-232030,-1.05E+05,-232030000,-1.05E+11,-2.3203E+11,-1.05E+17,-2.3203E+14,-1.05E+23,-2.3203E+17,-1.05E+29,-2.3203E+20,-1.05E+35,-2.3203E+23,-1.05E+41,-2.3203E+26,-1.05E+47,-2.3203E+29,-1.05E+53,-2.3203E+32,-1.05E+59,-2.3203E+35,-1.05E+65,-2.3203E+38,-1.05E+71,-2.3203E+41,-1.05E+77,-2.3203E+44,-1.05E+83,-2.3203E+47,-1.05E+89,-2.3203E+50,-1.05E+95,-2.3203E+53,-1.05E+101,-2.3203E+56,-1.05E+107
-241.94,-1.07E-01,-241940,-1.07E+05,-241940000,-1.07E+11,-2.4194E+11,-1.07E+17,-2.4194E+14,-1.07E+23,-2.4194E+17,-1.07E+29,-2.4194E+20,-1.07E+35,-2.4194E+23,-1.07E+41,-2.4194E+26,-1.07E+47,-2.4194E+29,-1.07E+53,-2.4194E+32,-1.07E+59,-2.4194E+35,-1.07E+65,-2.4194E+38,-1.07E+71,-2.4194E+41,-1.07E+77,-2.4194E+44,-1.07E+83,-2.4194E+47,-1.07E+89,-2.4194E+50,-1.07E+95,-2.4194E+53,-1.07E+101,-2.4194E+56,-1.07E+107
-251.89,-1.08E-01,-251890,-1.08E+05,-251890000,-1.08E+11,-2.5189E+11,-1.08E+17,-2.5189E+14,-1.08E+23,-2.5189E+17,-1.08E+29,-2.5189E+20,-1.08E+35,-2.5189E+23,-1.08E+41,-2.5189E+26,-1.08E+47,-2.5189E+29,-1.08E+53,-2.5189E+32,-1.08E+59,-2.5189E+35,-1.08E+65,-2.5189E+38,-1.08E+71,-2.5189E+41,-1.08E+77,-2.5189E+44,-1.08E+83,-2.5189E+47,-1.08E+89,-2.5189E+50,-1.08E+95,-2.5189E+53,-1.08E+101,-2.5189E+56,-1.08E+107
-261.84,-1.10E-01,-261840,-1.10E+05,-261840000,-1.10E+11,-2.6184E+11,-1.10E+17,-2.6184E+14,-1.10E+23,-2.6184E+17,-1.10E+29,-2.6184E+20,-1.10E+35,-2.6184E+23,-1.10E+41,-2.6184E+26,-1.10E+47,-2.6184E+29,-1.10E+53,-2.6184E+32,-1.10E+59,-2.6184E+35,-1.10E+65,-2.6184E+38,-1.10E+71,-2.6184E+41,-1.10E+77,-2.6184E+44,-1.10E+83,-2.6184E+47,-1.10E+89,-2.6184E+50,-1.10E+95,-2.6184E+53,-1.10E+101,-2.6184E+56,-1.10E+107
-271.76,-1.12E-01,-271760,-1.12E+05,-271760000,-1.12E+11,-2.7176E+11,-1.12E+17,-2.7176E+14,-1.12E+23,-2.7176E+17,-1.12E+29,-2.7176E+20,-1.12E+35,-2.7176E+23,-1.12E+41,-2.7176E+26,-1.12E+47,-2.7176E+29,-1.12E+53,-2.7176E+32,-1.12E+59,-2.7176E+35,-1.12E+65,-2.7176E+38,-1.12E+71,-2.7176E+41,-1.12E+77,-2.7176E+44,-1.12E+83,-2.7176E+47,-1.12E+89,-2.7176E+50,-1.12E+95,-2.7176E+53,-1.12E+101,-2.7176E+56,-1.12E+107
-281.71,-1.15E-01,-281710,-1.15E+05,-281710000,-1.15E+11,-2.8171E+11,-1.15E+17,-2.8171E+14,-1.15E+23,-2.8171E+17,-1.15E+29,-2.8171E+20,-1.15E+35,-2.8171E+23,-1.15E+41,-2.8171E+26,-1.15E+47,-2.8171E+29,-1.15E+53,-2.8171E+32,-1.15E+59,-2.8171E+35,-1.15E+65,-2.8171E+38,-1.15E+71,-2.8171E+41,-1.15E+77,-2.8171E+44,-1.15E+83,-2.8171E+47,-1.15E+89,-2.8171E+50,-1.15E+95,-2.8171E+53,-1.15E+101,-2.8171E+56,-1.15E+107
-291.63,-1.18E-01,-291630,-1.18E+05,-291630000,-1.18E+11,-2.9163E+11,-1.18E+17,-2.9163E+14,-1.18E+23,-2.9163E+17,-1.18E+29,-2.9163E+20,-1.18E+35,-2.9163E+23,-1.18E+41,-2.9163E+26,-1.18E+47,-2.9163E+29,-1.18E+53,-2.9163E+32,-1.18E+59,-2.9163E+35,-1.18E+65,-2.9163E+38,-1.18E+71,-2.9163E+41,-1.18E+77,-2.9163E+44,-1.18E+83,-2.9163E+47,-1.18E+89,-2.9163E+50,-1.18E+95,-2.9163E+53,-1.18E+101,-2.9163E+56,-1.18E+107
-301.54,-1.21E-01,-301540,-1.21E+05,-301540000,-1.21E+11,-3.0154E+11,-1.21E+17,-3.0154E+14,-1.21E+23,-3.0154E+17,-1.21E+29,-3.0154E+20,-1.21E+35,-3.0154E+23,-1.21E+41,-3.0154E+26,-1.21E+47,-3.0154E+29,-1.21E+53,-3.0154E+32,-1.21E+59,-3.0154E+35,-1.21E+65,-3.0154E+38,-1.21E+71,-3.0154E+41,-1.21E+77,-3.0154E+44,-1.21E+83,-3.0154E+47,-1.21E+89,-3.0154E+50,-1.21E+95,-3.0154E+53,-1.21E+101,-3.0154E+56,-1.21E+107
-311.49,-1.25E-01,-311490,-1.25E+05,-311490000,-1.25E+11,-3.1149E+11,-1.25E+17,-3.1149E+14,-1.25E+23,-3.1149E+17,-1.25E+29,-3.1149E+20,-1.25E+35,-3.1149E+23,-1.25E+41,-3.1149E+26,-1.25E+47,-3.1149E+29,-1.25E+53,-3.1149E+32,-1.25E+59,-3.1149E+35,-1.25E+65,-3.1149E+38,-1.25E+71,-3.1149E+41,-1.25E+77,-3.1149E+44,-1.25E+83,-3.1149E+47,-1.25E+89,-3.1149E+50,-1.25E+95,-3.1149E+53,-1.25E+101,-3.1149E+56,-1.25E+107
-321.41,-1.29E-01,-321410,-1.29E+05,-321410000,-1.29E+11,-3.2141E+11,-1.29E+17,-3.2141E+14,-1.29E+23,-3.2141E+17,-1.29E+29,-3.2141E+20,-1.29E+35,-3.2141E+23,-1.29E+41,-3.2141E+26,-1.29E+47,-3.2141E+29,-1.29E+53,-3.2141E+32,-1.29E+59,-3.2141E+35,-1.29E+65,-3.2141E+38,-1.29E+71,-3.2141E+41,-1.29E+77,-3.2141E+44,-1.29E+83,-3.2141E+47,-1.29E+89,-3.2141E+50,-1.29E+95,-3.2141E+53,-1.29E+101,-3.2141E+56,-1.29E+107
-331.36,-1.34E-01,-331360,-1.34E+05,-331360000,-1.34E+11,-3.3136E+11,-1.34E+17,-3.3136E+14,-1.34E+23,-3.3136E+17,-1.34E+29,-3.3136E+20,-1.34E+35,-3.3136E+23,-1.34E+41,-3.3136E+26,-1.34E+47,-3.3136E+29,-1.34E+53,-3.3136E+32,-1.34E+59,-3.3136E+35,-1.34E+65,-3.3136E+38,-1.34E+71,-3.3136E+41,-1.34E+77,-3.3136E+44,-1.34E+83,-3.3136E+47,-1.34E+89,-3.3136E+50,-1.34E+95,-3.3136E+53,-1.34E+101,-3.3136E+56,-1.34E+107
-341.28,-1.40E-01,-341280,-1.40E+05,-341280000,-1.40E+11,-3.4128E+11,-1.40E+17,-3.4128E+14,-1.40E+23,-3.4128E+17,-1.40E+29,-3.4128E+20,-1.40E+35,-3.4128E+23,-1.40E+41,-3.4128E+26,-1.40E+47,-3.4128E+29,-1.40E+53,-3.4128E+32,-1.40E+59,-3.4128E+35,-1.40E+65,-3.4128E+38,-1.40E+71,-3.4128E+41,-1.40E+77,-3.4128E+44,-1.40E+83,-3.4128E+47,-1.40E+89,-3.4128E+50,-1.40E+95,-3.4128E+53,-1.40E+101,-3.4128E+56,-1.40E+107
-351.23,-1.46E-01,-351230,-1.46E+05,-351230000,-1.46E+11,-3.5123E+11,-1.46E+17,-3.5123E+14,-1.46E+23,-3.5123E+17,-1.46E+29,-3.5123E+20,-1.46E+35,-3.5123E+23,-1.46E+41,-3.5123E+26,-1.46E+47,-3.5123E+29,-1.46E+53,-3.5123E+32,-1.46E+59,-3.5123E+35,-1.46E+65,-3.5123E+38,-1.46E+71,-3.5123E+41,-1.46E+77,-3.5123E+44,-1.46E+83,-3.5123E+47,-1.46E+89,-3.5123E+50,-1.46E+95,-3.5123E+53,-1.46E+101,-3.5123E+56,-1.46E+107
-361.14,-1.53E-01,-361140,-1.53E+05,-361140000,-1.53E+11,-3.6114E+11,-1.53E+17,-3.6114E+14,-1.53E+23,-3.6114E+17,-1.53E+29,-3.6114E+20,-1.53E+35,-3.6114E+23,-1.53E+41,-3.6114E+26,-1.53E+47,-3.6114E+29,-1.53E+53,-3.6114E+32,-1.53E+59,-3.6114E+35,-1.53E+65,-3.6114E+38,-1.53E+71,-3.6114E+41,-1.53E+77,-3.6114E+44,-1.53E+83,-3.6114E+47,-1.53E+89,-3.6114E+50,-1.53E+95,-3.6114E+53,-1.53E+101,-3.6114E+56,-1.53E+107
-371.06,-1.61E-01,-371060,-1.61E+05,-371060000,-1.61E+11,-3.7106E+11,-1.61E+17,-3.7106E+14,-1.61E+23,-3.7106E+17,-1.61E+29,-3.7106E+20,-1.61E+35,-3.7106E+23,-1.61E+41,-3.7106E+26,-1.61E+47,-3.7106E+29,-1.61E+53,-3.7106E+32,-1.61E+59,-3.7106E+35,-1.61E+65,-3.7106E+38,-1.61E+71,-3.7106E+41,-1.61E+77,-3.7106E+44,-1.61E+83,-3.7106E+47,-1.61E+89,-3.7106E+50,-1.61E+95,-3.7106E+53,-1.61E+101,-3.7106E+56,-1.61E+107
-381.01,-1.69E-01,-381010,-1.69E+05,-381010000,-1.69E+11,-3.8101E+11,-1.69E+17,-3.8101E+14,-1.69E+23,-3.8101E+17,-1.69E+29,-3.8101E+20,-1.69E+35,-3.8101E+23,-1.69E+41,-3.8101E+26,-1.69E+47,-3.8101E+29,-1.69E+53,-3.8101E+32,-1.69E+59,-3.8101E+35,-1.69E+65,-3.8101E+38,-1.69E+71,-3.8101E+41,-1.69E+77,-3.8101E+44,-1.69E+83,-3.8101E+47,-1.69E+89,-3.8101E+50,-1.69E+95,-3.8101E+53,-1.69E+101,-3.8101E+56,-1.69E+107
-390.93,-1.79E-01,-390930,-1.79E+05,-390930000,-1.79E+11,-3.9093E+11,-1.79E+17,-3.9093E+14,-1.79E+23,-3.9093E+17,-1.79E+29,-3.9093E+20,-1.79E+35,-3.9093E+23,-1.79E+41,-3.9093E+26,-1.79E+47,-3.9093E+29,-1.79E+53,-3.9093E+32,-1.79E+59,-3.9093E+35,-1.79E+65,-3.9093E+38,-1.79E+71,-3.9093E+41,-1.79E+77,-3.9093E+44,-1.79E+83,-3.9093E+47,-1.79E+89,-3.9093E+50,-1.79E+95,-3.9093E+53,-1.79E+101,-3.9093E+56,-1.79E+107
-400.88,-1.89E-01,-400880,-1.89E+05,-400880000,-1.89E+11,-4.0088E+11,-1.89E+17,-4.0088E+14,-1.89E+23,-4.0088E+17,-1.89E+29,-4.0088E+20,-1.89E+35,-4.0088E+23,-1.89E+41,-4.0088E+26,-1.89E+47,-4.0088E+29,-1.89E+53,-4.0088E+32,-1.89E+59,-4.0088E+35,-1.89E+65,-4.0088E+38,-1.89E+71,-4.0088E+41,-1.89E+77,-4.0088E+44,-1.89E+83,-4.0088E+47,-1.89E+89,-4.0088E+50,-1.89E+95,-4.0088E+53,-1.89E+101,-4.0088E+56,-1.89E+107
-410.8,-2.01E-01,-410800,-2.01E+05,-410800000,-2.01E+11,-4.108E+11,-2.01E+17,-4.108E+14,-2.01E+23,-4.108E+17,-2.01E+29,-4.108E+20,-2.01E+35,-4.108E+23,-2.01E+41,-4.108E+26,-2.01E+47,-4.108E+29,-2.01E+53,-4.108E+32,-2.01E+59,-4.108E+35,-2.01E+65,-4.108E+38,-2.01E+71,-4.108E+41,-2.01E+77,-4.108E+44,-2.01E+83,-4.108E+47,-2.01E+89,-4.108E+50,-2.01E+95,-4.108E+53,-2.01E+101,-4.108E+56,-2.01E+107
-420.72,-2.13E-01,-420720,-2.13E+05,-420720000,-2.13E+11,-4.2072E+11,-2.13E+17,-4.2072E+14,-2.13E+23,-4.2072E+17,-2.13E+29,-4.2072E+20,-2.13E+35,-4.2072E+23,-2.13E+41,-4.2072E+26,-2.13E+47,-4.2072E+29,-2.13E+53,-4.2072E+32,-2.13E+59,-4.2072E+35,-2.13E+65,-4.2072E+38,-2.13E+71,-4.2072E+41,-2.13E+77,-4.2072E+44,-2.13E+83,-4.2072E+47,-2.13E+89,-4.2072E+50,-2.13E+95,-4.2072E+53,-2.13E+101,-4.2072E+56,-2.13E+107
-430.66,-2.27E-01,-430660,-2.27E+05,-430660000,-2.27E+11,-4.3066E+11,-2.27E+17,-4.3066E+14,-2.27E+23,-4.3066E+17,-2.27E+29,-4.3066E+20,-2.27E+35,-4.3066E+23,-2.27E+41,-4.3066E+26,-2.27E+47,-4.3066E+29,-2.27E+53,-4.3066E+32,-2.27E+59,-4.3066E+35,-2.27E+65,-4.3066E+38,-2.27E+71,-4.3066E+41,-2.27E+77,-4.3066E+44,-2.27E+83,-4.3066E+47,-2.27E+89,-4.3066E+50,-2.27E+95,-4.3066E+53,-2.27E+101,-4.3066E+56,-2.27E+107
-440.58,-2.43E-01,-440580,-2.43E+05,-440580000,-2.43E+11,-4.4058E+11,-2.43E+17,-4.4058E+14,-2.43E+23,-4.4058E+17,-2.43E+29,-4.4058E+20,-2.43E+35,-4.4058E+23,-2.43E+41,-4.4058E+26,-2.43E+47,-4.4058E+29,-2.43E+53,-4.4058E+32,-2.43E+59,-4.4058E+35,-2.43E+65,-4.4058E+38,-2.43E+71,-4.4058E+41,-2.43E+77,-4.4058E+44,-2.43E+83,-4.4058E+47,-2.43E+89,-4.4058E+50,-2.43E+95,-4.4058E+53,-2.43E+101,-4.4058E+56,-2.43E+107
